CheckAESCypher(AES, C, i, j) = 1 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C == C_i + C_j + C_ij (+ means exclusive or)
CheckAESCypher(AES, C, i, j) = 0 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C != C_i + C_j + C_ij (+ means exclusive or)


text                                    key                                     i       j       CheckAESCypher('regular', C, i, j)      CheckAESCypher('ByteSubIdentity', C, i, j)
RpzicICaRYvzEpsT                        fiFwPhEsdWUrUwulYZXBr0LLvAorAyWq        14      31      0                                       1                                       
ieje89ALk5BvLoW2IVrQhAjds               dYINZxity46qE9kwkmYFcDnZK2NoXWIg        15      0       0                                       1                                       
QXCSAHpGEHq7JRyGf8                      wDUzwvCG57wjD1M8R1tKEedzzaDYrOIs        15      1       0                                       1                                       
f9bA2P3w8Pd5r1a6ggJFgnYrm               5iFPff15way5e428zIBSr6loHSMF5qxC        15      2       0                                       1                                       
poCukfNGvYgzToqBGMJqxS                  qAyvuhIvhSfVUE7FmiNB5kTFPNQvIvBQ        15      3       0                                       1                                       
VBIqboghTWOQlrnUICr8eYY                 qEIRHg4JAYZbSlqKdproi9Z2SZbPYNdf        15      4       0                                       1                                       
FYYqlxiBw8UENAeJIR                      ihzwzYfxsx5nNqeDoAS9LPz1sqKWqVz8        15      5       0                                       1                                       
QUaf                                    rf4Ln6gNTq07aJI687JrzOU8IaYH44Gs        15      6       0                                       1                                       
xYrh0p                                  SeduIVPLwgS9oyvddhW0seJeMfA3jjZt        15      7       0                                       1                                       
NtWQOXWcV                               5j8ByVCZwmP7zJDvdBifqA7kiHleEbPo        15      8       0                                       1                                       
NSvdhC0PJeOuIC69                        0iVsOto7w1p6MMh98GzvT6C5yP8qUvlC        15      9       0                                       1                                       
ZuKx3PI68P66dRQqzG2mm                   rS26OZgaF0VYaUJHu0INR5OX9h3jgXUb        15      10      0                                       1                                       
7KpO6qjCzPqGeAgD7f                      PHofk8bQe2OhxcpdXiGbbQ0edpDpxQOz        15      11      0                                       1                                       
34b510h6W                               7vT406aLUSF7lha9NQZ8kFcId7CTghKK        15      12      0                                       1                                       
mPFWXf67kIR                             HBXMIj6ngLIvX6NnL9gO2Z6RKtPurhZf        15      13      0                                       1                                       
ajV5U                                   vtsN7CTdeR2n9XHCIiT5h7r2TYL1Dwbn        15      14      0                                       1                                       
d1t4YuBaTtY93OV                         UCh4IAp8R5YWpQwnlPCxAmL8xjLIYRLA        15      15      1                                       1                                       
SHPxoyScVOM                             l78m5JInOcokenbDnX5BqfKdJvHjKDCI        15      16      0                                       1                                       
YBGS                                    RD0yJc8cpKoVKvrpYWqLb6Iif1RmxKHE        15      17      0                                       1                                       
ULsOXkU3QoIlxhGGlT822v1I3usr            AqepDCd1GvWmH01Tlmi3uRmsRinJclkW        15      18      0                                       1                                       
TT                                      btPfOC4rvwrIk7F0lxFt3p0aNWA8mk5a        15      19      0                                       1                                       
GB9Pvqs                                 eLT2uF00mmRIT9aGUjEPcsxew8KgRehw        15      20      0                                       1                                       
NC4IriX5jIyVB                           Qfqkows4Sik3xQuFdyzY7dbe31taIQDM        15      21      0                                       1                                       
uDJdkaCMyRRIX9OaoNCJhztLko              YH0aTFGdJRQVQXYU3uApy1EPlDBTUGwi        15      22      0                                       1                                       
pisAVUr49yGoz9y7hOmbFSnhJHCBym          wQ3deM6zYON08jV7j9vhhDQRLA8C0mBN        15      23      0                                       1                                       
FZzub948rjZHv7rst0nGA6M9N90             ODeZi4XjB3SGQIFD8RLAEHd9AP9ztEQt        15      24      0                                       1                                       
W4xJTsCI7                               LrNQJTACec5MPXjO0KHvGwBuGtNpkAyr        15      25      0                                       1                                       
BvYpN3zfNJPSNuOrzeyN7BiilKzF            DOiyNvYYNWqY8TRCtQo4MUAmpf3uo8FV        15      26      0                                       1                                       
uAY4LfL80p95Q5s4geHxMqytPumQddr         2CPujoSSeiOJ1Bh1AOCbfMZOhBc2kwT0        15      27      0                                       1                                       
p6Zy4KvilY9a4MN3I                       F3H0RCFM2oemeZWIRnYeJdgIKLhxTgji        15      28      0                                       1                                       
aDN                                     dCaYklCzwCqmD20Plk9TlxcsydvlJFex        15      29      0                                       1                                       
yqeEydW                                 feFvTpmHUrZrwCClksfP2aHK5VBBgxo2        15      30      0                                       1                                       
